date,000749.OF,001495.OF,002001.OF,002021.OF,002162.OF,040001.OF,040004.OF,050001.OF,050007.OF,050201.OF,090001.OF,100016.OF,110001.OF,121002.OF,161605.OF,180001.OF,202002.OF,270001.OF,373010.OF,519654.OF,519732.OF,960002.OF
2012/4/27,,,5.3971,2.6965,,3.3762,5.1043,3.9564,2.2688,1.9294,4.1818,2.6113,3.0353,3.5152,2.6033,3.7741,1.5682,4.0595,1.9336,,,
2012/5/4,,,5.488,2.7446,,3.4421,5.1984,4.0421,2.3077,1.9697,4.3169,2.6658,3.1228,3.5951,2.6685,3.8569,1.6085,4.1742,1.9834,,,
2012/5/11,,,5.4317,2.7168,,3.3762,5.0895,3.9672,2.2633,1.9352,4.21,2.6388,3.0803,3.5485,2.6189,3.7825,1.5831,4.1555,1.9539,,,
2012/5/18,,,5.3841,2.6889,,3.3323,5.0103,3.9457,2.2855,1.9237,4.1248,2.605,3.0378,3.5156,2.5928,3.7332,1.5571,4.0893,1.9303,,,
2012/5/25,,,5.3884,2.694,,3.3323,4.9905,3.935,2.2827,1.915,4.1348,2.6191,3.0578,3.525,2.598,3.7146,1.5585,4.0985,1.9157,,,
2012/6/1,,,5.4534,2.7269,,3.3982,5.0796,3.9886,2.3299,1.9438,4.2441,2.6661,3.1303,3.5797,2.6555,3.8244,1.5939,4.1619,1.9754,,,
2012/6/8,,,5.4101,2.7016,,3.3048,4.936,3.9136,2.2799,1.9064,4.1072,2.6165,3.0403,3.5233,2.5824,3.7369,1.5602,4.1333,1.9398,,,
2012/6/15,,,5.462,2.732,,3.3707,5.035,3.9779,2.2966,1.9352,4.1841,2.6644,3.0753,3.5878,2.6529,3.8434,1.5991,4.2353,2.0064,,,
2012/6/22,,,5.4274,2.7117,,3.2939,4.9707,3.935,2.2438,1.915,4.0848,2.6314,3.0203,3.5404,2.6006,3.7898,1.5755,4.2132,1.9877,,,
2012/6/29,,,5.4014,2.699,,3.2499,4.9657,3.919,2.2244,1.9093,4.0261,2.6041,2.9853,3.5246,2.6059,3.766,1.5634,4.2094,1.9877,,,
2012/7/6,,,5.475,2.7345,,3.2719,5.0152,3.9029,2.2161,1.9006,4.0813,2.6512,3.0528,3.587,2.6476,3.8547,1.5849,4.3179,2.0188,,,
2012/7/13,,,5.488,2.7421,,3.2609,4.9954,3.8761,2.2077,1.8891,4.0831,2.634,3.0803,3.6028,2.6555,3.8701,1.5856,4.3516,2.0072,,,
2012/7/20,,,5.3625,2.6762,,3.239,4.9261,3.8012,2.1827,1.8489,3.9703,2.5829,2.9553,3.5254,2.5954,3.7806,1.5397,4.2208,1.97,,,
2012/7/27,,,5.3149,2.6509,,3.1786,4.8815,3.7316,2.1494,1.8144,3.8839,2.5649,2.9178,3.4463,2.5406,3.727,1.5168,4.1581,1.9398,,,
2012/8/3,,,5.3062,2.6458,,3.1676,4.8716,3.7155,2.1661,1.8086,3.8986,2.5735,2.9128,3.4613,2.5432,3.7365,1.513,4.2032,1.9528,,,
2012/8/10,,,5.3928,2.6914,,3.206,4.9211,3.753,2.1744,1.823,3.982,2.6142,2.9503,3.5045,2.5824,3.7781,1.5401,4.2617,1.9949,,,
2012/8/17,,,5.2932,2.6407,,3.1347,4.8271,3.6192,2.1105,1.7598,3.8281,2.5591,2.8803,3.4207,2.4988,3.6431,1.4963,4.16,1.9446,,,
2012/8/24,,,5.2932,2.6407,,3.1127,4.7974,3.5603,2.1161,1.7281,3.7964,2.5284,2.8703,3.3955,2.4727,3.6146,1.4811,4.1172,1.9385,,,
2012/8/31,,,5.2067,2.5926,,3.0468,4.7231,3.48,2.08,1.6879,3.6724,2.4622,2.8028,3.354,2.4257,3.5128,1.4345,4.006,1.8828,,,
2012/9/7,,,5.3538,2.6711,,3.1566,4.8815,3.662,2.1522,1.777,3.871,2.5594,2.9078,3.4818,2.5093,3.6682,1.497,4.1188,1.9746,,,
2012/9/14,,,5.3105,2.6483,,3.1511,4.8617,3.6299,2.1578,1.7626,3.8481,2.5391,2.8903,3.4442,2.4753,3.654,1.4877,4.0863,1.9513,,,
2012/9/21,,,5.2023,2.59,,3.0688,4.7182,3.4853,2.1161,1.6907,3.6971,2.4631,2.7953,3.3412,2.3813,3.5398,1.4363,3.9979,1.8849,,,
2012/9/28,,,5.3062,2.6458,,3.1511,4.837,3.6352,2.1661,1.7626,3.8299,2.5087,2.8678,3.4314,2.4727,3.6482,1.4759,4.0824,1.9285,,,
2012/10/5,,,5.3062,2.6458,,3.1511,4.837,3.6352,2.1661,1.7626,3.8299,2.5084,2.8678,3.4314,2.4727,3.6482,1.4759,4.0828,1.9282,,,
2012/10/12,,,5.3149,2.6509,,3.1566,4.832,3.6245,2.1522,1.7569,3.8399,2.5216,2.8678,3.4318,2.4701,3.6434,1.4779,4.0828,1.9495,,,
2012/10/19,,,5.3538,2.6711,,3.1841,4.9013,3.6727,2.1661,1.7799,3.9045,2.5568,2.9078,3.4592,2.4988,3.6836,1.4984,4.1172,1.9831,,,
2012/10/26,,,5.2759,2.6306,,3.1072,4.7627,3.5656,2.1383,1.7252,3.7752,2.4593,2.8403,3.3976,2.4257,3.6025,1.4571,4.0411,1.9292,,,
2012/11/2,,,5.3841,2.6838,,3.1621,4.8419,3.6566,2.1744,1.7713,3.8733,2.5107,2.8978,3.4502,2.4779,3.6726,1.4911,4.1012,1.9741,,,
2012/11/9,,,5.3019,2.6433,,3.0852,4.7182,3.571,2.1355,1.7281,3.7558,2.4562,2.8428,3.3732,2.4231,3.604,1.4484,4.0385,1.9074,,,
2012/11/16,,,5.237,2.6078,,3.0194,4.5993,3.4853,2.0939,1.685,3.6618,2.4077,2.7903,3.3335,2.3839,3.5522,1.4165,3.9892,1.862,,,
2012/11/23,,,5.2326,2.6053,,3.0194,4.5845,3.5121,2.1105,1.6994,3.6313,2.4091,2.7878,3.3437,2.3918,3.5518,1.4047,4.001,1.8523,,,
2012/11/30,,,5.1807,2.5774,,2.9645,4.5102,3.4746,2.0772,1.6792,3.5414,2.3377,2.7528,3.2805,2.3526,3.4938,1.3811,3.9681,1.8082,,,
2012/12/7,,,5.2889,2.6331,,3.0358,4.6439,3.6031,2.1189,1.7396,3.6201,2.4146,2.7828,3.3831,2.4231,3.5427,1.4075,4.0541,1.8636,,,
2012/12/14,,,5.4058,2.694,,3.1182,4.7627,3.7316,2.1661,1.8029,3.7453,2.4722,2.8578,3.4737,2.5093,3.6551,1.4457,4.144,1.9192,,,
2012/12/21,,,5.3668,2.6737,,3.1511,4.7776,3.7316,2.1716,1.8058,3.7506,2.5218,2.8678,3.454,2.5014,3.6489,1.4415,4.1325,1.9275,,,
2012/12/28,,,5.5313,2.7573,,3.239,4.9112,3.8601,2.2355,1.8661,3.8798,2.6173,2.9428,3.6049,2.5824,3.7781,1.5033,4.2789,2.0031,,,
2013/1/4,,,5.5919,2.7877,,3.2609,4.9806,3.9564,2.2438,1.9121,3.9485,2.605,2.9703,3.6135,2.6268,3.8146,1.5213,4.308,2.0108,,,
2013/1/11,,,5.6265,2.808,,3.2499,4.9657,3.8708,2.2216,1.8719,3.8968,2.6225,2.9653,3.6024,2.5693,3.7934,1.513,4.3137,2.0321,,,
2013/1/18,,,5.8689,2.9296,,3.3213,5.1291,3.9618,2.2938,1.915,4.0273,2.7467,3.0832,3.7439,2.6581,3.9471,1.5661,4.5041,2.106,,,
2013/1/25,,,5.8645,2.9271,,3.2445,5.0449,3.919,2.2772,1.892,3.9497,2.7346,3.0529,3.7186,2.6398,3.9339,1.5359,4.4934,2.0862,,,
2013/2/1,,,6.0593,3.0285,,3.3268,5.1984,4.1171,2.3383,1.9898,4.1524,2.8336,3.1386,3.8007,2.755,4.0803,1.5929,4.6555,2.1521,,,
2013/2/8,,,6.1632,3.0792,,3.4091,5.3222,4.1706,2.3855,2.0157,4.2,2.9121,3.2017,3.8708,2.8179,4.1186,1.6179,4.6819,2.2229,,,
2013/2/15,,,6.1632,3.0792,,3.4091,5.3222,4.1706,2.3855,2.0157,4.2,2.9121,3.2017,3.8708,2.8179,4.1186,1.6179,4.6819,2.2229,,,
2013/2/22,,,6.0723,3.0335,,3.3268,5.1489,3.9297,2.316,1.8949,4.019,2.8043,3.1059,3.7503,2.6895,3.9719,1.5672,4.5202,2.1919,,,
2013/3/1,,,6.2065,3.1045,,3.3762,5.2182,3.9832,2.3716,1.9208,4.1571,2.8895,3.1689,3.8212,2.7472,4.0485,1.5995,4.6796,2.2298,,,
2013/3/8,,,6.1718,3.0868,,3.3268,5.139,3.8547,2.3521,1.8575,4.0173,2.8295,3.0882,3.7169,2.6922,3.9679,1.5561,4.5611,2.2034,,,
2013/3/15,,,6.1372,3.069,,3.2719,5.0449,3.7316,2.3549,1.7943,3.9209,2.7865,3.0605,3.6772,2.666,3.8978,1.5345,4.5259,2.1991,,,
2013/3/22,,,6.3147,3.1628,,3.3488,5.1736,3.7905,2.4493,1.8259,4.0085,2.8545,3.1336,3.7708,2.7576,4.0266,1.5706,4.6578,2.2455,,,
2013/3/29,,,6.2324,3.1197,,3.3158,5.04,3.6888,2.4299,1.7741,3.8639,2.7897,3.0882,3.7216,2.6974,3.9361,1.5502,4.5702,2.218,,,
2013/4/5,,,6.1199,3.0614,,3.2829,4.9756,3.6941,2.3966,1.777,3.8493,2.7748,3.0479,3.6776,2.6503,3.842,1.5266,4.5316,2.176,,,
2013/4/12,,,6.1631,3.0822,,3.2939,5.0053,3.7262,2.4049,1.7914,3.8416,2.8,3.0403,3.708,2.666,3.8744,1.53,4.4766,2.195,,,
2013/4/19,,,6.3001,3.1498,,3.3762,5.1241,3.8547,2.4799,1.8546,3.9497,2.8757,3.1185,3.8016,2.7419,3.9693,1.5807,4.6532,2.2619,,,
2013/4/26,,,6.2073,3.1056,,3.2994,4.9707,3.7048,2.5049,1.7828,3.8745,2.8014,3.058,3.7768,2.6581,3.8894,1.5338,4.5312,2.2291,,,
2013/5/3,,,6.3399,3.1706,,3.3652,5.0548,3.7584,2.5688,1.8086,3.9497,2.8278,3.1159,3.8379,2.721,3.9887,1.5637,4.6345,2.2947,,,
2013/5/10,,,6.4107,3.2044,,3.4091,5.139,3.8387,2.5993,1.846,4.0079,2.9402,3.1689,3.8764,2.7367,4.0358,1.5877,4.67,2.3376,,,
2013/5/17,,,6.5112,3.2549,,3.4915,5.2826,3.8761,2.6187,1.8661,4.0837,2.9531,3.2445,3.9072,2.7629,4.0847,1.6158,4.7503,2.4125,,,
2013/5/24,,,6.4706,3.2336,,3.4915,5.3172,3.8761,2.6354,1.8633,4.1019,3.0065,3.2899,3.9623,2.7838,4.0938,1.6189,4.7094,2.4645,,,
2013/5/31,,,6.5112,3.2549,,3.5135,5.3568,3.8815,2.5965,1.8661,4.1348,2.999,3.3378,4.0145,2.7629,4.1671,1.6373,4.777,2.4832,,,
2013/6/7,,,6.3171,3.1643,,3.3762,5.1736,3.7477,2.5438,1.8,3.9615,2.8989,3.2344,3.8943,2.6686,4.0069,1.5776,4.5897,2.3881,,,
2013/6/14,,,6.3078,3.1564,,3.3817,5.1588,3.6513,2.5576,1.7511,3.9145,2.8921,3.2344,3.8978,2.6686,3.9825,1.5769,4.5779,2.3901,,,
2013/6/21,,,6.2478,3.1297,,3.2939,5.0499,3.5496,2.5243,1.7022,3.7981,2.8189,3.1512,3.8909,2.6057,3.9066,1.5373,4.4697,2.3373,,,
2013/6/28,,,6.1971,3.1057,,3.2225,4.9558,3.4639,2.4993,1.6591,3.71,2.7966,3.0932,3.7994,2.5822,3.8292,1.5196,4.4116,2.326,,,
2013/7/5,,,6.4232,3.2123,,3.3048,5.0746,3.5067,2.566,1.6792,3.7523,2.8892,3.2143,3.8939,2.6607,3.9664,1.5602,4.5729,2.3994,,,
2013/7/12,,,6.5155,3.2572,,3.3158,5.1241,3.5603,2.5937,1.7051,3.834,2.9425,3.2722,3.9426,2.7053,4.0328,1.5894,4.675,2.4422,,,
2013/7/19,,,6.4555,3.2271,,3.3378,5.1093,3.4478,2.5688,1.6505,3.7194,2.9371,3.2798,3.8999,2.6817,3.9675,1.5602,4.5622,2.4368,,,
2013/7/26,,,6.5478,3.2736,,3.3982,5.2132,3.5067,2.6021,1.6764,3.7664,2.9976,3.363,3.9362,2.7472,4.0879,1.5835,4.6253,2.4807,,,
2013/8/2,,,6.5939,3.2927,,3.4366,5.2875,3.5549,2.6049,1.7022,3.8028,3.0225,3.3781,3.9807,2.7576,4.0938,1.596,4.7342,2.5243,,,
2013/8/9,,,6.677,3.331,,3.464,5.3816,3.5656,2.6132,1.7051,3.8322,3.0277,3.4008,3.9965,2.7576,4.1157,1.5981,4.7105,2.5653,,,
2013/8/16,,,6.5247,3.2599,,3.3707,5.2628,3.587,2.5382,1.7166,3.8628,2.9985,3.305,3.9529,2.6869,4.0266,1.5693,4.6299,2.5274,,,
2013/8/23,,,6.6447,3.3173,,3.4531,5.342,3.5549,2.5882,1.6994,3.8493,3.0263,3.4386,4.0059,2.7445,4.0507,1.5977,4.6192,2.5853,,,
2013/8/30,,,6.5693,3.2818,,3.3982,5.2925,3.5924,2.5604,1.7195,3.8569,2.9876,3.3832,3.979,2.6869,4.0226,1.5748,4.5939,2.5615,,,
2013/9/6,,,6.8238,3.4075,,3.497,5.4212,3.6138,2.6243,1.7281,3.9315,3.0727,3.484,4.0794,2.7995,4.096,1.6199,4.6364,2.6648,,,
2013/9/13,,,6.8709,3.4321,,3.4586,5.4707,3.753,2.5826,1.7971,4.1248,3.0957,3.4336,4.0884,2.7969,4.1478,1.6519,4.7637,2.6689,,,
2013/9/20,,,6.8803,3.4375,,3.4476,5.441,3.6834,2.6298,1.7626,4.042,3.0636,3.4563,4.0491,2.8257,4.1098,1.6567,4.6379,2.6605,,,
2013/9/27,,,7.0075,3.4977,,3.508,5.4855,3.6299,2.7548,1.7339,3.9644,3.104,3.5571,4.0555,2.8676,4.2179,1.6713,4.6868,2.664,,,
2013/10/4,,,7.0735,3.5313,,3.5299,5.5301,3.6406,2.7992,1.7396,3.9732,3.1347,3.6025,4.0726,2.9121,4.2292,1.68,4.6799,2.6845,,,
2013/10/11,,,7.1961,3.5845,,3.5738,5.644,3.6888,2.7437,1.7626,4.0707,3.2069,3.5672,4.1478,2.9252,4.3288,1.7067,4.7205,2.7153,,,
2013/10/18,,,7.1524,3.5677,,3.4915,5.5697,3.662,2.6771,1.7511,4.019,3.1843,3.5042,4.1316,2.8729,4.2825,1.6717,4.6035,2.6671,,,
2013/10/25,,,6.9938,3.4977,,3.4146,5.3915,3.5549,2.5882,1.6965,3.9879,3.1327,3.3907,4.0393,2.7445,4.2266,1.6081,4.5695,2.5972,,,
2013/11/1,,,6.8736,3.4417,,3.3652,5.342,3.6245,2.5521,1.731,4.0349,3.1054,3.358,3.9875,2.6974,4.1598,1.6015,4.6383,2.5983,,,
2013/11/8,,,6.7006,3.3662,,3.2499,5.2182,3.5174,2.4771,1.6792,3.9192,3.0475,3.3075,3.9153,2.6686,4.0624,1.554,4.4666,2.5567,,,
2013/11/15,,,6.8977,3.4585,,3.3707,5.4113,3.587,2.4993,1.7137,3.965,3.0957,3.3882,4.0123,2.7419,4.1274,1.6036,4.5286,2.638,,,
2013/11/22,,,6.8929,3.4557,,3.3872,5.4558,3.6459,2.4716,1.7396,4.0232,3.139,3.3907,4.0251,2.7681,4.1255,1.6078,4.5244,2.638,,,
2013/11/29,,,7.0371,3.5201,,3.486,5.5846,3.7209,2.4965,1.777,4.0731,3.1998,3.4739,4.1012,2.81,4.1898,1.6411,4.5821,2.705,,,
2013/12/6,,,6.9601,3.4865,,3.4091,5.4806,3.7262,2.4827,1.7799,4.0895,3.1616,3.3353,4.0157,2.7734,4.1401,1.5984,4.5591,2.6394,,1.014,
2013/12/13,,,6.9698,3.4893,,3.4586,5.5053,3.6941,2.466,1.7626,4.0613,3.196,3.3907,4.0371,2.8022,4.1682,1.6074,4.5893,2.6507,,1.016,
2013/12/20,,,6.8111,3.4166,,3.3762,5.3222,3.5549,2.4188,1.6965,3.9051,3.1023,3.3529,3.9679,2.7341,4.0405,1.5613,4.4391,2.591,,1.008,
2013/12/27,,,6.8929,3.4529,,3.4256,5.4459,3.6138,2.4271,1.7252,3.9386,3.1438,3.4739,4.017,2.8126,4.1664,1.5918,4.537,2.6575,,1.012,
2014/1/3,,,6.8736,3.4415,,3.4695,5.4905,3.6085,2.4243,1.7224,3.9339,3.147,3.5622,4.0534,2.7812,4.1927,1.6022,4.5794,2.6994,,1.017,
2014/1/10,,,6.8147,3.4128,,3.4091,5.2826,3.5174,2.4049,1.6764,3.8493,3.0618,3.5521,3.9858,2.7314,4.0806,1.5769,4.4915,2.6659,,1,
2014/1/17,,,6.8294,3.4185,,3.4146,5.2974,3.5228,2.3882,1.6764,3.8293,3.0914,3.5596,3.9995,2.7599,4.0777,1.5828,4.485,2.6964,,1.002,
2014/1/24,,,6.9964,3.4988,,3.5492,5.4954,3.6138,2.4105,1.7195,3.9386,3.2003,3.6587,4.0581,2.8698,4.1832,1.6467,4.6448,2.7799,,1.016,
2014/1/31,,,6.8982,3.4529,,3.5715,5.4657,3.5603,2.391,1.6936,3.9021,3.1935,3.6764,4.023,2.9001,4.0952,1.6217,4.5374,2.7699,,1.01,
2014/2/7,,,6.962,3.4845,,3.605,5.5251,3.5603,2.3966,1.6936,3.9109,3.2345,3.7247,4.0696,2.9468,4.1296,1.6335,4.5611,2.8021,,1.018,
2014/2/14,,,7.0847,3.5447,,3.6943,5.6291,3.6085,2.4438,1.7137,4.0337,3.289,3.7704,4.1675,3.0238,4.2646,1.6571,4.6039,2.8461,,1.03,
2014/2/21,,,7.0483,3.5297,,3.7334,5.6341,3.5656,2.4327,1.6936,3.9814,3.2591,3.8034,4.1269,3.0128,4.219,1.6519,4.6184,2.8449,,1.029,
2014/2/28,,,6.8779,3.4416,,3.5994,5.436,3.4746,2.4243,1.6476,3.8534,3.1891,3.6967,4.0499,2.9633,4.0774,1.6196,4.4093,2.7662,,1.007,
2014/3/7,,,6.8378,3.4239,,3.5827,5.4509,3.4371,2.4216,1.6304,3.8681,3.1804,3.7247,4.064,2.988,4.0641,1.6168,4.3244,2.7347,,1.007,
2014/3/14,,,6.8177,3.4092,,3.5659,5.3519,3.4264,2.3827,1.6246,3.8252,3.1219,3.6891,4.0264,2.8836,4.0129,1.5897,4.3588,2.6849,,0.996,
2014/3/21,,,6.7124,3.3622,,3.5046,5.3568,3.3943,2.3827,1.6074,3.8863,3.1347,3.6713,4.0145,2.8698,3.9272,1.5786,4.3049,2.6702,,0.99,
2014/3/28,,,6.5489,3.277,,3.4153,5.2974,3.3515,2.3716,1.5872,3.8551,3.0594,3.5723,3.92,2.7324,3.8072,1.5186,4.2759,2.5927,,0.98,
2014/4/4,,,6.6156,3.3122,,3.4599,5.4014,3.4264,2.3771,1.6217,3.9133,3.1132,3.5672,3.9649,2.7791,3.894,1.5481,4.3107,2.6162,,0.996,
2014/4/11,,,6.7643,3.3887,,3.5046,5.4657,3.4907,2.3966,1.6534,4.0279,3.149,3.6028,4.0303,2.8286,3.9601,1.5769,4.4001,2.6685,,1.012,
2014/4/18,,,6.7233,3.3651,,3.5046,5.4608,3.4907,2.391,1.6534,3.9703,3.1344,3.5799,4.0115,2.8423,3.9269,1.5696,4.3948,2.6544,,1.011,
2014/4/25,,,6.4822,3.2388,,3.3818,5.3222,3.3997,2.3716,1.6074,3.8681,3.0498,3.4225,3.9007,2.6994,3.7853,1.5071,4.2694,2.5623,,0.996,
2014/5/2,,,6.5233,3.2593,,3.365,5.3271,3.4264,2.3744,1.6217,3.8598,3.0367,3.4022,3.8836,2.6444,3.779,1.5068,4.2969,2.5877,,0.995,
2014/5/9,,,6.4515,3.2241,,3.326,5.2727,3.4104,2.391,1.6131,3.8187,3.0255,3.3768,3.8661,2.6114,3.7454,1.4925,4.264,2.5711,,0.995,
2014/5/16,,,6.4053,3.2035,,3.3037,5.2727,3.3943,2.3882,1.6045,3.8246,3.0295,3.3362,3.858,2.5949,3.7243,1.4818,4.2491,2.5492,,0.986,
2014/5/23,,,6.472,3.2358,,3.3539,5.3222,3.4318,2.3994,1.6217,3.8675,3.0731,3.4631,3.8836,2.6499,3.772,1.512,4.282,2.5866,,0.998,
2014/5/30,,,6.5027,3.2535,,3.3985,5.3519,3.4693,2.4105,1.639,3.9004,3.1036,3.4987,3.8905,2.6829,3.8307,1.5311,4.3447,2.6021,,1.005,
2014/6/6,,,6.4874,3.2447,,3.4041,5.3519,3.4532,2.4132,1.6304,3.8851,3.0958,3.5139,3.8678,2.6884,3.8287,1.5415,4.3504,2.6096,,1.006,
2014/6/13,,,6.5848,3.2976,,3.4432,5.4509,3.5174,2.4355,1.6591,3.9656,3.1555,3.5749,3.9238,2.7461,3.9269,1.5769,4.3634,2.6586,,1.022,
2014/6/20,,,6.4617,3.2329,,3.3706,5.3816,3.4478,2.4216,1.6275,3.8951,3.1054,3.5266,3.8618,2.6774,3.8404,1.5543,4.3152,2.5974,,1.008,
2014/6/27,,,6.5797,3.2925,,3.4376,5.4806,3.4853,2.4299,1.6419,3.9532,3.1677,3.5926,3.8982,2.7269,3.9128,1.5818,4.459,2.6323,,1.027,
2014/7/4,,,6.6515,3.3318,,3.5046,5.5351,3.5228,2.4299,1.6591,4.0049,3.2168,3.6612,3.961,2.7791,3.8987,1.5845,4.4815,2.6589,,1.036,
2014/7/11,,,6.5284,3.2653,,3.4599,5.4756,3.4693,2.4299,1.6332,3.9779,3.1745,3.618,3.9512,2.7296,3.7716,1.562,4.4215,2.6027,,1.031,
2014/7/18,,,6.5027,3.2532,,3.4041,5.4608,3.496,2.4355,1.6476,4.0079,3.1431,3.5799,3.958,2.7076,3.7513,1.5581,4.386,2.5885,,1.029,
2014/7/25,,,6.6002,3.3076,,3.4432,5.54,3.5496,2.4604,1.6706,4.096,3.1686,3.5901,4.0602,2.7324,3.7243,1.572,4.3829,2.5969,,1.049,
2014/8/1,,,6.7951,3.4043,,3.5213,5.6737,3.6352,2.4799,1.7109,4.1894,3.1879,3.6688,4.1534,2.7681,3.8393,1.604,4.4987,2.666,,1.072,
2014/8/8,,,6.825,3.4224,,3.5771,5.738,3.6406,2.5021,1.7137,4.2012,3.237,3.7374,4.1897,2.8368,3.8772,1.6151,4.4647,2.7067,,1.078,
2014/8/15,,,6.8827,3.4556,,3.605,5.8172,3.6995,2.5132,1.7425,4.2605,3.2744,3.7754,4.2385,2.8753,3.9597,1.6401,4.4938,2.766,,1.09,
2014/8/22,,,6.9352,3.4798,,3.6608,5.9014,3.7209,2.5215,1.7511,4.2846,3.3328,3.8745,4.2432,2.9275,4.0356,1.6602,4.4915,2.7898,,1.099,
2014/8/29,,,6.9037,3.4647,,3.6106,5.8222,3.6727,2.516,1.7281,4.2382,3.3126,3.8262,4.1978,2.8946,4.0258,1.6408,4.4238,2.7754,,1.092,
2014/9/5,,,7.1188,3.5734,,3.711,6.0549,3.7691,2.5438,1.7741,4.3698,3.4358,3.9532,4.3436,2.999,4.1693,1.7074,4.5205,2.8958,,1.132,
2014/9/12,,,7.1135,3.5704,,3.7836,6.1044,3.7637,2.5493,1.7713,4.378,3.4669,3.9557,4.3594,3.0677,4.1955,1.7182,4.5274,2.9135,,1.139,
2014/9/19,,,7.0611,3.5432,,3.7724,6.0351,3.753,2.5549,1.7655,4.3851,3.4744,3.9989,4.3633,3.065,4.1689,1.7095,4.5396,2.9048,,1.129,
2014/9/26,,,7.0978,3.5643,,3.7947,6.1044,3.7958,2.5604,1.7856,4.4039,3.5083,4.0014,4.3731,3.087,4.158,1.729,4.5133,2.922,,1.13,
2014/10/3,,,7.1503,3.5946,,3.8394,6.2084,3.8065,2.5688,1.7914,4.4362,3.5158,4.0598,4.3902,3.131,4.1783,1.7446,4.5213,2.944,,1.149,
2014/10/10,,,7.1922,3.6127,,3.9008,6.2133,3.8333,2.5715,1.8029,4.4714,3.4999,4.1334,4.4022,3.1337,4.1842,1.7442,4.5871,2.962,,1.156,
2014/10/17,,,7.0716,3.5492,,3.8282,6.1242,3.8065,2.5688,1.7885,4.4285,3.4974,4.0801,4.3543,3.0897,4.1189,1.7064,4.5461,2.9262,,1.144,
2014/10/24,,,6.9509,3.4919,,3.7947,6.04,3.7477,2.5604,1.7598,4.3768,3.4853,4.0243,4.2885,3.0403,4.0907,1.6852,4.4846,2.8841,,1.128,
2014/10/31,,,7.0873,3.5659,,3.884,6.2381,3.8494,2.6049,1.8086,4.5237,3.5798,4.1385,4.3753,3.0952,4.1752,1.7512,4.5125,2.9538,,1.171,
2014/11/7,,,7.0191,3.5318,,3.9119,6.243,3.8601,2.6271,1.8144,4.529,3.6396,4.1563,4.368,3.0897,4.1963,1.763,4.4521,2.9529,,1.164,
2014/11/14,,,6.9876,3.5194,,3.8506,6.2777,3.9083,2.6548,1.8345,4.5454,3.6007,4.0623,4.3988,3.087,4.1556,1.746,4.3642,2.9101,,1.153,
2014/11/21,,,7.0359,3.5479,,3.9677,6.3618,3.8976,2.6382,1.8316,4.593,3.6924,4.1842,4.3979,3.1227,4.2991,1.8074,4.3573,2.9588,,1.158,
2014/11/28,0.999,,7.209,3.6371,,4.0403,6.7183,3.9725,2.7076,1.8661,4.8063,3.8554,4.3823,4.5963,3.4471,4.5107,1.9109,4.3615,3.0657,,1.2,
2014/12/5,0.986,,7.4011,3.7192,,4.1017,7.0203,4.0903,2.7604,1.9265,4.996,3.9111,4.3213,4.7403,3.7247,4.8407,1.9696,4.4376,3.1263,,1.234,
2014/12/12,0.984,,7.4403,3.7453,,4.1073,7.0253,3.9832,2.7631,1.8748,5.019,3.8358,4.2883,4.7339,3.6945,4.8779,1.9664,4.501,3.1048,,1.217,
2014/12/19,0.984,,7.4403,3.7421,,4.1352,7.1985,4.1974,2.8076,1.9754,5.1705,3.8287,4.2832,4.7724,3.7467,5.0609,1.9765,4.4357,3.1238,,1.263,
2014/12/26,0.987,,7.4146,3.7186,,3.9956,7.2431,4.2991,2.852,2.0272,5.1911,3.7357,4.2223,4.7006,3.7605,5.0261,1.9518,4.3852,3.0658,,1.272,
2015/1/2,0.988,,7.4031,3.7086,,3.9454,7.3817,4.4865,2.8714,2.1163,5.2493,3.6498,4.1817,4.7168,3.8017,5.0034,1.9518,4.3401,3.0395,,1.298,
2015/1/9,0.993,,7.4947,3.7721,,3.9901,7.6194,4.4811,2.9075,2.1106,5.4038,3.6812,4.3061,4.7296,3.8044,5.0628,1.9553,4.3466,3.0682,,1.317,
2015/1/16,0.996,,7.6304,3.849,,4.0403,7.9511,4.6096,2.9526,2.1681,5.5524,3.8495,4.4486,4.7865,3.9281,5.1868,2.03,4.5049,3.1684,,1.365,
2015/1/23,0.997,,7.7357,3.8791,,4.0514,7.9164,4.524,2.9696,2.1307,5.5718,3.9126,4.5428,4.8143,3.9248,5.1579,2.0242,4.5687,3.2422,,1.377,
2015/1/30,0.999,,7.6655,3.8457,,4.0235,7.6689,4.3205,2.9526,2.0358,5.4449,3.9046,4.5708,4.7694,3.798,5.0492,1.9973,4.5828,3.2107,,1.334,
2015/2/6,1.002,,7.6133,3.808,,3.9789,7.5599,4.1438,2.9384,1.9582,5.3609,4.0148,4.6319,4.6796,3.6958,5.1833,1.971,4.7728,3.185,,1.289,
2015/2/13,1.004,,7.8043,3.9176,,4.0514,7.862,4.283,2.9781,2.0272,5.5324,4.1886,4.7567,4.8673,3.8262,5.4034,2.053,5.1165,3.3515,,1.364,
2015/2/20,1.006,,7.9118,3.9758,,4.1184,7.9907,4.3312,2.9923,2.0502,5.6499,4.3084,4.8586,4.9169,3.9072,5.5665,2.1123,5.3394,3.4148,,1.391,
